tweets,label
"RT @pinkichaubey: भौंकने दो कोई पत्रकार थोड़ी है 
पालतू कुत्ते हैं कोई इंसान थोड़ी है

Agree = Retweet",offensive
मुर्छित मां के पास बच्चा स्तनपान करता नजर आ रहा है।,fake
"कोरोना वायरस की दवा की खोज में हमारे वैज्ञानिकों के साथ गृहमन्त्री विचार विमर्श करते हुवे।

",fake
"ऐसा लग रहा है कि हम लोगों ने दिल्ली चुनाव में नहीं एक रियलिटी शो में वोटिंग की थी|
 जहां एक मॉडल जीत कर दिल्ली का मुख्यमंत्री बन गया और अब पूरा दिन टीवी पर आकर विज्ञापन देता रहेगा#KejriwalLiedPeopleDied",hate
"सरकारी उपक्रम को  मोदी जी अपनी जागीर समझते हैं ।28 मार्च को PM care फण्ड बना  &amp; 31 मार्च तक मे 38 सरकारी उपक्रम से 2105 करोड़ ले लिया। पैसा सरकारी लेकिन ट्रस्टी बीजेपी के &amp;सरकारी ऑडिट से बाहर। क्या अंधेर है? कोविड के मरीजों को कोई मदद नही।
@INCIndia",non-hostile
"यह कराची, कश्मीर या केरल नहीं है।
 इस्लाम जिंदाबाद का यह गाना और ये भीड़ पश्चिम बंगाल की राजधानी कोलकाता की है।।
#MamataBanerjee #WestBengal !

हाथ जोड़कर निवेदन है अपने हिन्दू भाईयो से जाग जाओ,एक हो जाओ,नहीं भविष्य भयावह होगा।""जनसंख्या नियंत्रण कानून"" 
@real_nayakankit",hate
"चीन का कहना‌ है कि #भारत_ने_दादागिरी करके जबरदस्ती हमारी जमीन पर कब्जा कर लिया ,हम भारतीय यही सुनने के लिए  तो तरस रहे थे। यह सुनकर मन #अति_प्रसन्न हुआ।",offensive
RT @D_Tribal_: Y+ सुरक्षा मोदी ने उस उन्नाव की रेप पीडिता को क्यो नही दी जिसका पूरा परिवार भाजपा के प्रिय बलात्कारी हत्यारे नेता की दरिंदगी…,hate
"हवाओं ने भी अपना  रुख बदल दिया जब
सुबह जगाने वाले वेटर को पप्पू ने थप्पड़ जड़ दिया 
बोले कम से कम शपथ तो ले लेने दिया होता 😂😂😂",defamation
"नवीन विधानसभा भवन छत्तीसगढ़ का भूमि पूजन कार्यक्रम के अवसर पर श्रीमती सोनिया गाँधी जी का संदेश। 

@RahulGandhi @bhupeshbaghel @sushmitadevinc https://t.co/XBPZppPFkX",non-hostile
"#Noida बीजेपी विधायक पंकज सिंह कोरोना पॉजिटिव पाए गए।
#Coronavirus https://t.co/sgn4dHaOe9",non-hostile
मिलिए जामिया की महिला protester से  इनके मा बाप इनको इस लूक मे देख यही सोचते होंगे  काश की इसकी जगह हमने बकरी पैदा की होती #JamiaMilia,offensive
"RT @Rofl_RavishNDTV: क ऐसी तरकीब बनाऊंगा, टोपी लगा कर सेक्युलर के नाम पर जुम्मनो से वोट कमाऊंगा..!!

फिर क्या रिज़र्वेशन जैसी सुविधाएं और न…",hate
"RT @D_Tribal_: कोई भक्तों का ""नेटपैक रिचार्ज"" करवाओ.? 🙄🙄

अभी तक किसी ने भी ""गिरती अर्थव्यवस्था"" के फायदे नही गिनाये.? 🤣🤣
Follow :- @Poojam…",hate
"आज का सवाल - ❓

🖕🏻प्रियंका में इंदिरा दिखती हैं,
तो राहुल में फिरोज क्यों नही दिखते 🤔?",hate
"दिग्विजय सिंह ने राहुल गांधी के एक वीडियो को आधार बनाकर कहा- शिवराज के खिलाफ उसी थाने में एफआईआर कराऊंगा, जहां पर मेरे खिलाफ केस दर्ज हुआ

प्रदेश में शराब की बिक्री के मामले में मुख्यमंत्री शिवराज सिंह चौहान का फेक वीडियो ट्वीटर पर शेयर करने में फंसे पूर्व मुख्यमंत्री दिग्वि…",defamation
"@Asthakaushik05 जो आदमी पहले सिनेमा घर के बाहर टिकट की काला बाजारी करता था,गुंडागिरी करता था अपने कॉलेज के दिनों में लड़की छेड़ता था जनता जिसे कुत्तों की तरह कई बार मारी हो वो जब सांसद बनेगा तो यही सब गन्दी हरकते ही करेगा.इस उचक्के की संसद सदस्यता खत्म की जानी चाहिए, इसको जेल भेजा जाना चाहिए",defamation
"कहो तो प्रोटेक्शन में SPG लगा देंआतंकियों के बच्चों को भी सरकार ही पालेगी तो तुम ठेकेदार कब काम आओगे? आतंक फैलाने के लिए ""फंडिंग"" आ सकती है तो इनके लिए क्यों नही आरही?
Real Face of AAP..",defamation
"कोविड-19 के पहले मरीज़ ने बनाया था चमगादड़ के साथ शारीरिक संबंध

",fake
"बिहार के दरभंगा में मशहूर साइकिल गर्ल ज्योति कुमारी के नाम की एक 15 वर्षीय लड़की के साथ बलात्कार किया गया और उसकी हत्या कर दी गई।
मिडिया खामोश क्यों है???",fake
"झूठे वादो के साथ #पंजाब #मध्यप्रदेश #राजस्थान, #छतीसगढ़ राज्यो की सत्ता मे आई #काग्रेंस जब लोकसभा चुनावो के लिए वोट मांगने गए नेता तो जनता ने दौड़ा दौड़ा कर पीटाI",defamation
@SurajKapri_ कुतिया को घी हज़म नहि हुआ दोस्तों😡😡देख लो किसानो क लिए आतंकवादी बोला है 😡😡एस २ कोड़ी की ओररत ने😡😡😡😏,offensive
"मुख्यमंत्री श्री @myogiadityanath जी ने बाढ़ प्रभावित जनपदों के जिलाधिकारियों को बाढ़ से फसलों को हुए नुकसान का सर्वे कराकर कृषकों को शीघ्र मुआवजा प्रदान करने के लिए निर्देशित किया है: ACS, गृह व सूचना, श्री @AwasthiAwanishK जी

@ShishirGoUP",non-hostile
"""कंगना राणावत बाईसा  भाजपा का प्रचार करेंगी बिहार में"" अब सब नाटक समझ आ ही गया होगा....? फिर भी क्या बिहार विधानसभा के आगामी आम चुनाव में भाजपा का एनङीऐ चुनाव हार गया तब भी मोदी और शाह कंगना रनौत को वाई श्रेणी की सुरक्षा यथावत बनाये रखेगी ??",defamation
नरेंद्र मोदी के मन की बात को यूट्यूब पर किया जा रहा है 'नापसंद' https://t.co/ttmkQu7iAw,non-hostile
"आज खुल रहा है Happiest Minds का आईपीओ, निवेशकों के लिए कमाई का अच्छा मौका
https://t.co/QiTEf7DdJO via @NavbharatTimes",non-hostile
"सोनिया राहुल 15 दिन के लिए विदेश यात्रा पर रवाना।😲

मानसून सत्र में दोनो नेता सदन में नही रहेंगे।
आखिर क्यों,,,? - पूछता है भारत 🇮🇳",hate
"@ZakirAliTyagi @KanganaTeam साली कमीनी कही की गरीबो की तरफ आंख उठा के वी नही देखी कभी 
चली है शेरनी बनने। 
ड्रग चाटती है और अब लोगों की दिमाग चाट रही है",defamation
"डीआरडीओ का यूवी टॉवर कोरोना प्रभावित क्षेत्रों को कम समय में करेगा संक्रमणमुक्‍त
#DRDO #UVBlast
https://t.co/9zDvkT7qPY",non-hostile
"#Kushinagar युवक की गोली मारकर हत्या, हत्या की वारदात से मची सनसनी, एक बदमाश को ग्रामीणों ने घेरा, मौके पर पहुंची पुलिस ने संभाला मोर्चा, तरया सुजान के रामपुर बंगरा का मामला। @kushinagarpol #policemedianews",non-hostile
"दिल्ली सरकार के 40 हजार टेस्ट करने के फैसले पर गृह मंत्रालय टेस्टिंग न बढ़ाने का दबाव डाल रहा है।

गृह मंत्रालय द्वारा दिल्ली सरकार को टेस्टिंग बढ़ाने से क्यों रोका जा रहा है?

- स्वास्थ्य मंत्री श्री @SatyendarJain ने लिखा गृह सचिव को पत्र।। https://t.co/4jEbJVqrjV",non-hostile
@anuragkashyap72 @PriyankaKhimani ऐसे दल्ले बॉलीवुड को बदनाम कर रहे हैं जिनकी बॉलीवुड में कोई हैसियत नहीं एक भी फिल्म उसकी  हिट नहीं दो-चार छिनरा छिनरी दो चार भरुआ मिलकर बॉलीवुड को बदनाम कर रहे हैं दल्ले  पहचान बनाने के लिए काम करने की जरूरत पड़ती है दलाली नहीं  काम करेगा तो बेटा नाम होगा नहीं तो जूते पड़ेंगे,defamation
"मोदी जी का चीन पर हमला 

Pubg समेत 118 चीनी एप्स बैन किये 

चीनियों ये मोदी जी है मनमोहन जी नही बच के रहना..",hate
"ये हैं एयर कोमडोर हिलाल अहमद राठेर. जो मूल रूप से कश्मीर से हैं. भारत आ रहे पहले रफ़ाल लड़ाकू विमान को ये ही उड़ा रहे हैं. दक्षिण कश्मीर के अनंतनाग ज़िले के रहने वाले हिलाल ने सैनिक स्कूल से पढ़ाई की है. वो 1988 में भारतीय वायुसेना में शामिल हुए थे. हिलाल इससे पहले मिग-21, मिराज 2000 और किरण एयरक्राफ़्ट उड़ा चुके हैं. उन्हें वायू सेना मेडल मिल चुका है. 2016 में विशिष्ट सेवा मेडल भी मिला है",fake
"आंध्र प्रदेश के तिरुमला मंदिर में एक गैर हिन्दू पुलिसकर्मी हिन्दू भक्तों को मार रहा है |

",fake
"सम्पूर्ण विश्व में कहीं भी खुदाई हो, सनातन धर्म के देवी देवताओं की ही मूर्तियां निकलती हैं।

अभी वियतनाम में भी खुदाई के दौरान 9वीं शताब्दी के अखंड बलुआ पत्थर का बना शिवलिंग मिला है।

हर हर महादेव 

अयोध्या में बौद्ध स्मारक बनाने की मांग करने वाले यहां पर अपना दावा कब ठोकेंगे??",offensive
"तस्वीर बाबरी हॉस्पिटल का ब्लू प्रिंट दिखाती है

",fake
"किसान जीजा का साला पप्पू खेतो में ""टाइल्स"" लगवा रहा 

आप किसानो के लिये क्या कर रहे मोदीजी
:- चमचा 
 #KisanWithPMModi",offensive
"13 जून, शनिवार से फेसबुक अपनी प्राइवेसी पॉलिसी में बदलाव जा रहा है। अगर यूजर्स इस लिखे हुए मैसेज को कॉपी करके अपनी वॉल पर पोस्ट नहीं करते हैं, तो उन्हें कानूनी मुश्किलों का सामना करना पड़ सकता है।",fake
"ऐ दिल है मुशकिल जीना यहाँ
ज़रा हट के, ज़रा बच के
ये है बॉम्बे मेरी जाँ !",defamation
"मेरे देश में मेरे सामने अगर कोई पाकिस्तान ज़िंदाबाद के नारे लगाएगा तो पुलिस से पहले उसे मैं सबक सिखाऊंगा।

2014 से कुछ लोग हर चीज को हिन्दू मुसलमान का रंग देते आरहे हैं।

मैं मुंबई पुलिस से आग्रह करता हूं कि मेरे बारे में पाकिस्तान ज़िंदाबाद की अफवाह फैलाने वालों को तुरंत अरेस्ट",offensive
"दारुल उलूम देवबंद में अब नया फतवा जरी होगा दुबई की मस्ज़िद में नमाज़ अदा करना हराम है |

",fake
"अयोध्या में राम मंदिर निर्माण भारत में रामराज्य आने का संकेत है रामराज्य का मतलब है ब्राह्मण राज्य स्थापन करना
#राममंदिर_का_पोस्टमार्टम
#राममंदिर_का_पोस्टमार्टम
#राममंदिर_का_पोस्टमार्टम",offensive
"गलवान घाटी में जवानों को संबोधित करती इंदिरा गांधी का यह फ़ोटो दर्शाता है कि शेरनी तो देश मे एक ही थी। अब तो सरकार चूहों के हाथ मे है जिनके राज में चीन हमारी सीमा में घुस कर 20 जवानों को मार देता है और प्रधानमंत्री कहते हैं कि कोई सीमा में घुसा ही नही। 20 जवान तो अपने आप ही मर गए

",fake
उस समय पुलिस सुधार के लिए संविधान में कोई एक्ट जोड़ी गई वही अंग्रेज वाली  पुलिसिया कानून चलती रही नहीं भूमि सुधार  एक्ट सही से जोड़ी गई जमीन पर कब्जा दो जाति की रजिस्ट्री हो गई व्यापार  एक जाति की कब्जा हो गए नहीं अधिकारों को सही से बटवाड़ा की प्रक्रिया संविधान में स्पष्ट की गई,hate
किस तरह 8-10 लड़के मिलकर एक लड़की  को मार रहे हैं 50₹ का भगवा गमछा गले में डालकर आपको कुछ भी करने की आजादी है । क्या यही है मोदीजी का #NewIndia ? भारत में ऐसी घटना हर रोज कहीं न कहीं हो रही है ऐसे लोग इंसान नहीं शैतान हैं,fake
"ये तो सुना था कि एक मच्छर आदमी को हिजडा बना देता है। 

लेकिन ये तो देख लिया कि कैसे एक लड़की पूरी चांडाल सेना को हिजडा बना देती है।😅",defamation
@MajorPoonia @Ragini_bhartiya संजय सिंह मादरचोद की औलाद है  साला कुत्ता है,offensive
पिछले हफ़्ते की तुलना में पूरे देश में इस हफ़्ते कम वर्षा होगी; 7-11 सितंबर के बीच देश में कोई भी रेड अलर्ट नहीं: मौसम विभाग,non-hostile
"विकास दुबे के साथ संबित पात्रा की तस्वीर

",defamation
@narendramodi देश को गरीबी में बेरोजगारी भुखमरी में बीमारी में धकेलने वाले को निधन कब होगी मनहूस जल्दी नहीं मरते,hate
"#Breaking-कंगना मामले पर बोले मनोज तिवारी-कहा धमकी मिलने के बाद ही सुरक्षा दी गई
#Sushantsinghcase #Kangana https://t.co/szOTZWq1hI",non-hostile
"गुजरात से नकली नोटों का भंडार पकड़ा गया
 और ईमानदार संघ समर्थक श्री केतन दवे की कार से मिला ये नकली नोटों का जखीरा...
RBI को बन्द करके Currency छापने और संचालन का काम भी इनको ही दे देना चाहिये |",defamation
"""अल्लाह के घर देर है
                  अंधेर नही""
रंजन गोगोई #corona positive",hate
बांद्रा में जामा मस्जिद के बाहर इतनी बड़ी संख्या में  लोगों का इकट्ठा चिंता की बात है. इन्हें किसने बुलाया? अगर ये लोग घर वापस जाने के लिए ट्रेन पकड़ने के लिए आए थे तो उनके हाथों में सामान क्यों नहीं था?,fake
राजनाथ सिंह की जूता निकालते सैनिक की तस्वीर  बांधते देखी दादी की बात याद आ गई दादी कहती थी अंग्रेजों के समय  आजादी के बाद तब की  सच्ची कहानी बताती थी पिछड़ों की जमीन फारवर्ड ने मारपीट कर जबरन अपने नाम करा ली थी पिछड़ी जाति की बहू बेटी को मारपीट कर हाथ वाली चक्की से आटा पिसवाते,defamation
नेपाल पुलिस ने भारतीय सेना के 13 जवानों को गिरफ्तार कर लिया है।,fake
"हमें अपने कोरोना वॉरियर्स पर गर्व है जिन्होंने अपनी जान की बाज़ी लगाकर लोगों की सेवा की है। उन्हीं में से एक योद्धा हमारे सफ़ाई कर्मचारी राजू जी भी थे। 

आज उनके घर जाकर परिवार से मिला और ₹1 करोड़ की सहायता राशि दी। आशा है कि इससे उनके परिवार को मदद मिलेगी। https://t.co/Dj8QRZWzua",non-hostile
"अंधभक्त गाय के खून का वैक्सीन लगवा लेंगे लेकिन अपने आका मोदी का विरोध नहीं करेंगे
 सूअर का गुह है साले
👏#गौहत्या_बंद_करो_सरकार",hate
RT @ShilpiSinghINC: जो आपदा में अवसर तलाश करने की बात करते हैं...उन्हें ये भी बताना चाहिए कि सरकार के लिए भारत की जनता आपदा है या अवसर?,offensive
"बंगाल में हिन्दू मरे हैं इसलिए मुझे कोई फर्क नहीं पड़ता –#रविश कुमार

",fake
"फिर भी, सरकार केवल झूठ बोलती है और वास्तविक मुद्दों से ध्यान हटाने की कोशिश करती है।",hate
"छे साल पहले पूजीपतियों ने एक कुत्ता पाला था। वो भी देशी।
और तो और साला वफादार भी निकला।
#पूँजीवाद",offensive
"मामा जी के राज में भ्रष्टाचारी रास्तों की लगी है झड़ी, और वाॅशिंगटन से अच्छी मख़मली सड़क कर लो घड़ी। भजपा के सामने भ्रष्टाचार के सारे रिकॉर्ड लजाते हैं , मामाजी जाते जाते तथाकथित विकास को घड़ी कर साथ लिए जाते हैं ।

",fake
"जिसमें लिखा है, काश के कश्मीर के पत्थरबाज़ इन नवजवानों से कुछ सीखते। #भारतीयसेना ।",fake
"RT @Nattashasharrma: इतिहास NDTV को याद करेगा,

जो आज लोकतंत्र के चौथे स्तंभ की रक्षा कर रहा है...",hate
"#10Tak: #LAC पर हाई अलर्ट पर है भारतीय सेना!
देखिए पूरा शो : https://t.co/KclGSCdRbP
#India #China #IndiaChinaStandOff https://t.co/jVYxIzxfXm",non-hostile
ये लोग पुलिस की वर्दी में बीजेपी और आरएसएस के गुंडे है जो बेचारे इन गरीब दलित किसानों को मार रहे हैं। बुराई इन पुलिस वालों में नहीं है बल्कि बीजेपी सरकार में है। जिस प्रदेश में बीजेपी सरकार चला रही है वहां ऐसा ही देखने को मिलता है।,offensive
"@AUThackeray @OfficeofUT @UddhavThackarey @rautsanjay61 @shwetasinghat @aajtak @PTI_News
तुम लोगों की हरकतें इतनी कमीनी हो गई पहले तुमने  देश के सेवानिवृत्त सेनापति को10 गुंडों से  पिटवा कर कर खूब वाहवाही लूटी और अब आम नागरिक को तंग कर रहे हो बेबी पेंगुइन थोड़ी बहुत तो शर्म कर लो https://t.co/DBdEgx7AuA",defamation
@INCIndia ये साला गद्दार था नेहरू,fake
"शाहीन बाग के कई प्रदर्शनकारी BJP में शामिल, AAP ने लगाए आरोप- पार्टी के इशारे पर... - NDTV तो क्या कहना है आप लोगों का शाहीन बाग धरना प्रदर्शन को लेकर कुछ शक तो हो रहा है राजनैतिक धरना प्रदर्शन होने का भोले भाले लोगों को जाति धर्म के नाम पर यूज करने का",defamation
"दिल्ली के मुख्यमंत्री @ArvindKejriwal जी के प्रति दीवानगी ऐसी की आज भारत और पाकिस्तान के विश्व कप मैच में लगे नारे,
*जीतेगा भाई जीतेगा केजरीवाल जीतेगा ...*
@ArvindKejriwal 
@SanjayAzadSln",fake
"RT @Nattashasharrma: क्या आप अब भी इस देश के प्रधानमंत्री की 

बात पर अब भी विश्वास करते है?",hate
"मुस्लिमों से नफरत करते है बोलने वालों आज इरफान खान के लिए देशवासियों का प्यार भी देख लेना | नफरत कसाब वाली करतूतों से है कलाम और इरफान तो दिलों में बसते है |
तस्वीर इरफ़ान खान के आखिरी लम्हों को दिखाती है
",fake
"अगर दुनिया का सबसे ताकतबर प्रधानमंत्री हमारे देश में है,
तो दुनिया का सबसे गिरा हुआ विपक्ष भी अपने ही देश मे ही है !",defamation
@DineshS53562281 @SushantBSinha ये MC सुल्तानपुर में सिनेमा के टिकट ब्लैक करता था।साला जेबकतरा है तुम भी उसी बिरादरी से हो क्या।,offensive
@anuragkashyap72 कुत्ते कमीनी सूअर की औलाद क्या तेरी मां बहन बेटी नहीं थी भड़वे  तेरे को तो सजा ए मौत होना चाहिए कुत्ते  देश द्रोही गद्दार  और टुकड़े टुकड़े गैंग के साथ खड़ा रहता है  कुत्ता  भड़वे शाहीन बाग में जिहादियों के साथ खड़ा था आतंकवादियों के साथ सूअर तुझे तो फांसी पर लटका देना चाहिए,hate
"गोली खाकर 

एक के मुँह से निकला 'राम'
दूसरे के मुँह से निकला 'माओ'
लेकिन तीसरे के मुँह से निकला 'आलू'

पोस्टमार्टम की रिपोर्ट है
कि पहले दो के पेट 
भरे हुए थे

- सर्वेश्वर दयाल सक्सेना",hate
लोक जनशक्ति पार्टी की बैठक में फैसला हुआ है कि 143 विधानसभा सीटों पर उम्मीदवारों का ऐलान किया जाएगा और जल्द से जल्द लिस्ट सेंट्रल पार्ल्यामेंट्री बोर्ड को भेजी जाएगी। चुनाव में गठबंधन से संबंधित फैसले पार्टी प्रमुख करेंगे। #BiharElections2020,non-hostile
"@RahulGandhi हम-सब का शोषण करने के लिए गलत शिक्षा दी गई है🤔
ध्यान-विधि करके होश बढ़ाये🔥
ओशो अष्टावक महागीता के प्रवचन पढ़े-सुने-समझे🔥
फिर देखे-
आस-पास,देश-दुनिया-समाज-
परिवार-दोस्त-रिशतेदार-बाबा-
पड़ोसी-राजनेता-सरकारी विभागो मे-
कमीने-मक्कार-चालक-रिश्वतखोर-
बलत्कारी-देशद्रोही भरे है🥵
जागो",hate
"मैं मुंबई से नहीं हूं, लेकिन मैं 5-6 बार मुंबई गया हूं, #Mumbai भारत का सबसे सुंदर और सुरक्षित शहर है जहां एक लड़की या कोई भी व्यक्ति रात में भी सड़क पर सुरक्षित रूप से घूम सकता है। बेवकूफ 12 वीं फैल कंगना को मुंबई की तुलना POK से करने के लिए जेल में डालना चाहिए ...",defamation
"#Palghar संयोग नही प्रयोग था, अब अलग अलग जगह साधुओं की लीनचिंग की जा रही है, मारने वाले मुसलमान हैं, कल आपका नंबर आने वाला है? ये सब आपको घर मे घुस कर मरेंगे? दिल्ली की तरह? बचना है तो इन आतंकवादियों को जेल भिजवाओ, मामला Lane C-15, Turner Road, Dehradun का मालूम पड़ता है| क्या किसी सनातन धर्मी बुजुर्ग की इस तरह पिटाई करना उचित है

 और वहां खड़े लोगोंने इस अमानवीय घटना को रोकने की जगह पर सिर्फ एक वृद्ध साधु को पीटते हुए देख रहे थे यह बहुत ही ज्यादा शर्मनाक है
@SudarshanNewsTV 
@DN_Thakur_Ji 
@SanskarOfficial 
@ANI 
@AzadSenaChief 
@Republic_Bharat
",fake
@laluprasadrjd बिहार में भ्रष्टाचार से बिहार के नागरिक दुखी आवासीय बनाने के लिए 100 रुपया घूस लग जाती है यह मुद्दा  आपके पार्टी को नहीं दिख रही है न्यायपालिका में जज के बगल में बैठे व्यक्ति जज के  सामने घुस लेती है !भ्रष्टाचार शिक्षा स्वास्थ्य यही 3 मुद्दा आपको सत्ता में पहुंचा देगी,hate
देश में चारों तरफ हाहाकार मची हुई लोग दाने-दाने के लिए मोहताज है चीन भारत की भूमि कब्जा कर बैठी है करोड़ों लोगों की कारोबार ठप हो गई हर रोज व्यापारी किसान आत्महत्या कर रहे हैं कोरोना से लाखों लोगों की मौत हो गई यह खबर मायने नहीं रखती 22 ग्राम गांजा की जांच CBI कर रही है मुंबई में,defamation
"यह वीडियो अयोध्या में राम मंदिर के भूमि पूजन की तैयारी दिखाता है

",fake
साथियों भाइयों यह एक गुजराती है जो खुद को कांग्रेस समर्थक भौकता है यह खुद अपनी बहनो से बच्चे पैदा करता होगा इसलिये यह बहन भाई के रिश्ते को कलंकित कर रहा है और हिन्दू आस्था भगवान श्री राम का अपमान कर रहा है कुछ कांग्रेस के लोग वर्कर इसको भगवान मानते हैं जो खुद को हिन्दू कहते हैं,hate
चम्मचो की जिस तरह पेलाई कर रहा हूँ ये स्पीड ठीक है या थोड़ा और बढ़ाऊ?🤔भाइयों 😂😂❓,defamation
"ज्यादा परेशान ना होइए फ्री में अकाउंट में पैसे लिए है वह भी तब,  कि जब सरकार के पास धेले का भी टैक्स कलेक्शन नहीं हो रहा था  अब जीडीपी के लिए बिलबिला रहे हो , एक साथ दोनों कैसे चलेंगे बे",fake
कमीनी तेरी औकात सिर्फ Rs.500 ही है। https://t.co/3t19EW7fkL,offensive
"भाइयों इसको प्रशासन कहे, कि कुशासन  कहें कि ....दुशासन   कहें ,  यह  निरंकुश शासन  और हिटलर शाही है मध्य प्रदेश सरकार की @gireesh_ji @PankajSinghAAP @ArvindKejriwal @narendramodi @ChouhanShivraj @BansalNewsMPCG @MPTETjoining2 #GiveMPTETjoiningOrAllowToDie https://t.co/qgWSzBtqpU",non-hostile
"चीनी सैनिकों ने फिर की पैंगोंग झील के दक्षिण किनारे चोटियों पर कब्जे की कोशिश  https://t.co/ixTiAvuPYJ via @NavbharatTimes 

#IndiaChinaFaceOff",non-hostile
"श्रीराम और श्रीपरशुराम में तात्विक रूप से कोई भेद नहीं है। दोनों ही भगवान विष्णु के अवतार हैं।

गोस्वामी तुलसीदास जी ने रामचरितमानस में धनुष-यज्ञ प्रसंग में इसे विधिवत स्पष्ट कर दिया है।

यह बुद्धि मात्र का भेद है, जहां बुद्धि का स्तर संकीर्ण होता है वहां लोग भ्रम में पड़ते हैं। https://t.co/EIRtnpI63B",non-hostile
"देख लो हिन्दुस्ता के लोगो आज तिरंगा जला रहे है साले कल लोगो को जलाऐंगे.. सुधर जाओ और मोदी जी का साथ दो.. नही तो बहुत रोना पडेगा...|

",offensive
"@aajtak इस घोर लापरवाही के लिए सीबीआई से जांच कराई जानी चाहिए, कमाल है हाथ पैरों में दर्द होने मात्र से ही कोरोना पेशेंट बना दिया जब की कोई कोरोना की रिपोर्ट ही नहीं आई ,हत्या का केस दर्ज किया जाए , तभी चार-पांच दिनों से कोई संतोषजनक उत्तर नहीं दे रहे थे,मानव अंग तस्करी का मामला बनता है।",non-hostile
"@liHusin1 @KanganaTeam हा बे कटे लैंड की पैदाइस हलाला की ओलाद तुम्हे ये नही मालूम तेरा अबु कौन है और तेरी खाला जान चुदाईखाना को नहीं पता कि तेरा अबु मौलवी साहब है, चचा है ,भाई जान है या पड़ोस वाला अब्दुल,फारुख, रहिस चचा भी तेरे अबु जान हो सकते है।साला सुवर तेरी ...",hate
"Pranab Mukharjee Death: जानें- प्रणब दा के क्‍लर्क से देश के राष्‍ट्रपति बनने की पूरी कहानी
#PranabMukherjee #pranabda #PranabMukherjeePassesAway 
https://t.co/q14mC6KFZt",non-hostile
"This is MAGICAL !!!! Shree Ganesh Temple in Entebbe, Uganda celebrates #GaneshUtsav with the chants of #GanpatiBappaMorya. ड्रम की आवाज और उन लोगों के चेहरे पर अभिव्यक्ति को सुनें जो उसे बजा रहे हैं।

",fake
"#IndiaFightsCorona

#COVID19 के संक्रमण से सुरक्षित रहने के लिए घर पर बना पुन: उपयोग होने वाला फेस-कवर/मास्क पहनना ज़रूरी है। बदलकर अपना व्यवहार, करें कोरोना पर वार।

 #TogetherAgainstCovid19 https://t.co/FIISd9b2vG",non-hostile
"@TeamKanganaR कुतिया अंबेडकर का नाम मत ले नही ऐसा घुसेड़ेंगे की दोबारा पंगा नही लेगी , सोच समझ के बोल हराम की जनी",defamation
"@AJEnglish @parentwin @DelhiPolice @Uppolice

अगर यह भारत है तो पापियों को इसी तरह ढूंढ़ 
कर मारने की सजा दी जाये, https://t.co/0kh2L5pD8T कोई तो बचा लो भारत को तालिबान सीरिया लिबिया से भी बुरी हालत मैं",hate
"यूपी: बलिया में पुलिस ने थाने में की शख्स की पिटाई, गुस्साए लोगों ने पुलिस पर किया पथराव

#Ballia #police

https://t.co/jSgJDIgMlU",non-hostile
"प्रशांत भूषण माफ़ी नही माँगे हम सब गर्व करते हैं । आरएसएस/ भाजपा गर्व करते हैं माफ़ी माँगने पर ।
@INCIndia",non-hostile
ग्रामीण पृष्ठभूमि से हूं एक बात कहूंगा की जब बैलगाड़ी को बैल खींच रहे होते है तब उसके नीचे एक कुतिया भी चलती है और सोचती है बैलगाड़ी में खींच रही हूं लेकिन जब कुतिया को बैल की लात पड़ती है तो उसकी गलतफहमी दूर होती है की गाड़ी में नहीं बैल खींच रहे है ऐसा ही हाल आपका है! https://t.co/87xerM5zYP,offensive
"@ajaishukla ओपिनियन: 1962 में अपमानजनक हार से पहले की तरह, वर्तमान भारतीय प्रशासन आक्रामक रुख रखता है और बीजिंग से दोस्ताना संकेतों की अनदेखी कर रहा है। चीन हमेशा उन आक्रामक व्यवहारों के बारे में भ्रमित महसूस करता है।",offensive
"“पप्जी गेम में पागल हो गया कृपया अपने बच्चो को मोबाईल पर ऐसे गेम नही खेलने दे ।

",fake
"@HamidFayyaz7 @Arzookazmi30 बेन स्टोक्स धमकी दे रहा है साला लगता है पाकिस्तान में इस जसे झोपडी वाले ही रहते है 

ओ बन स्टॉक",offensive
